category	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium_sensu_stricto_1|s_midas_s_64	    0	    0	    1	   1	    1	   1
k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Fusicatenibacter|s_Fusicatenibacter_saccharivorans	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Romboutsia|s_midas_s_34	    2	    1	    0	   0	    0	   6
k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Sporomusaceae|g_Anaerosinus|s_Anaerosinus_glycerini	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae	    1	    0	    0	  23	    0	   6
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_Gemmatimonas	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_Gemmatimonas|s_midas_s_1252	    0	    0	    0	   0	    0	  33
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_Gemmatimonas|s_midas_s_78806	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_1970	    0	    0	    0	   0	    0	   6
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_395	    0	    0	    0	   5	    0	   1
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_395|s_midas_s_2461	    7	    0	    0	  50	    3	  23
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_395|s_midas_s_4281	    0	    0	    0	  16	    0	   1
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_44653	   18	    1	    0	 210	    0	 181
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_44653|s_midas_s_51860	    0	    0	    0	1197	    0	1024
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_764|s_midas_s_76220	    0	    0	    0	   0	    0	 113
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_764|s_midas_s_9436	    0	    0	    0	   0	    0	   1
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_992|s_midas_s_39700	    0	    0	    0	   0	    0	   1
k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae|g_midas_g_992|s_midas_s_71964	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Hydrogenedentes|c_Hydrogenedentia|o_Hydrogenedentiales|f_Hydrogenedensaceae	    0	    0	    0	   0	    0	  14
k_Bacteria|p_Hydrogenedentes|c_Hydrogenedentia|o_Hydrogenedentiales|f_Hydrogenedensaceae|g_midas_g_1166	    0	    0	    0	  34	    0	  39
k_Bacteria|p_Hydrogenedentes|c_Hydrogenedentia|o_Hydrogenedentiales|f_Hydrogenedensaceae|g_midas_g_15502|s_midas_s_15502	    0	    0	    0	   2	    0	   3
k_Bacteria|p_Myxococcota|c_Myxococcia|o_Myxococcales|f_Myxococcaceae|g_P3OB-42	  342	    0	    0	  24	    0	 123
k_Bacteria|p_Myxococcota|c_Myxococcia|o_Myxococcales|f_Myxococcaceae|g_P3OB-42|s_midas_s_19671	    3	    0	    0	  19	    0	   0
k_Bacteria|p_Myxococcota|c_Myxococcia|o_Myxococcales|f_Myxococcaceae|g_P3OB-42|s_midas_s_4524	    0	    0	    0	  32	    0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Blfdi19|f_midas_f_4883|g_midas_g_30202|s_midas_s_30202	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium	    0	    0	    0	   0	    0	  87
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_12527	    0	    0	    0	   2	    0	 764
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_17105	    0	    0	    0	 704	    0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_36394	    0	    0	    0	   0	    0	 206
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_458	    0	    0	    0	  10	    0	   3
k_Bacteria|p_Myxococcota|c_Polyangia|o_Haliangiales|f_Haliangiaceae|g_Haliangium|s_midas_s_8233	    0	    0	    0	   5	    1	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Nannocystales|f_Nannocystaceae|g_Nannocystis|s_midas_s_19773	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Phaselicystidaceae|g_Phaselicystis	    0	    0	    0	   0	    0	  82
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Phaselicystidaceae|g_Phaselicystis|s_midas_s_19015	    0	    0	    0	 164	    0	 115
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Phaselicystidaceae|g_Phaselicystis|s_midas_s_58919	    0	    0	    0	   0	    0	  25
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter	    0	    0	    0	   0	    0	  20
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter|s_midas_s_12819	    0	    0	    0	   8	    0	 131
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter|s_midas_s_17437	    0	    0	    0	   0	    0	  80
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Pajaroellobacter|s_midas_s_31563	    0	    0	    0	   0	    0	 396
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_Polyangium|s_midas_s_78938	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Polyangiaceae|g_midas_g_6347|s_midas_s_35275	    0	    0	    0	   4	    0	 136
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Sandaracinaceae|g_Sandaracinus|s_midas_s_48111	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Sandaracinaceae|g_midas_g_42823|s_midas_s_42823	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Myxococcota|c_Polyangia|o_Polyangiales|f_Sandaracinaceae|g_midas_g_5621|s_midas_s_40120	    0	    0	    0	   1	    0	  26
k_Bacteria|p_Myxococcota|c_Polyangia|o_mle1-27|f_midas_f_990|g_midas_g_3374|s_midas_s_3374	    0	    0	    0	  57	    0	 395
k_Bacteria|p_Myxococcota|c_Polyangia|o_mle1-27|f_midas_f_990|g_midas_g_3704	    0	    0	    0	  80	    0	   0
k_Bacteria|p_Nitrospirota|c_Nitrospiria|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_defluvii	  414	    5	    0	 602	    2	  19
k_Bacteria|p_Nitrospirota|c_Nitrospiria|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_nitrosa	   10	    0	    0	   2	    1	   0
k_Bacteria|p_Patescibacteria|c_Gracilibacteria|o_JGI_0000069-P22|f_midas_f_15723|g_midas_g_17912|s_midas_s_17912	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Patescibacteria|c_Microgenomatia|o_Ca_Collierbacteria|f_midas_f_2215|g_midas_g_13957|s_midas_s_13957	    0	    0	    0	   0	    0	  81
k_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_midas_f_4925|g_midas_g_16898|s_midas_s_16898	    0	    0	    0	   0	    0	  13
k_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_midas_f_5391|g_midas_g_6328|s_midas_s_21092	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_2104|f_midas_f_2104|g_midas_g_23116|s_midas_s_59399	    0	    0	    0	  15	    0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_2104|f_midas_f_2104|g_midas_g_4089|s_midas_s_45654	    0	    0	    0	  68	    0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_2104|f_midas_f_7287|g_midas_g_48583|s_midas_s_48583	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_4192|f_midas_f_4192|g_midas_g_5874|s_midas_s_5874	    0	    0	    0	  18	    0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_7059|f_midas_f_7059|g_midas_g_7059|s_midas_s_7059	    0	    0	    0	  30	    0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_8698|f_midas_f_8698|g_midas_g_8698|s_midas_s_59222	    0	    0	    0	  21	    0	  23
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae	    0	    0	    0	   9	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_CL500-3	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02	    2	    1	    0	   5	    0	   2
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_15239	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_19797	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_21703	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_28131	    0	    0	    0	   0	    0	   1
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_39980	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_44194	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_5533	    0	    0	    0	   0	    0	   7
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_6065	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_68271	    0	    0	    0	   2	    0	  16
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_76334	    0	    0	    0	   1	    0	   1
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_76951	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_81374	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_86531	    1	    0	    0	  13	    0	   1
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_12190|s_midas_s_12190	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_19286|s_midas_s_19286	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_27016|s_midas_s_27016	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_59834|s_midas_s_59834	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_Tepidisphaeraceae|g_midas_g_6525|s_midas_s_30752	    0	    0	    0	   0	    0	  11
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_25318|s_midas_s_25318	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_25318|s_midas_s_27584	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_26334|s_midas_s_81818	    0	    0	    0	   4	    0	   1
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_28163	    0	    0	    0	   4	    0	   1
k_Bacteria|p_Planctomycetota|c_Pla4_lineage|o_midas_o_9336|f_midas_f_9336|g_midas_g_9336|s_midas_s_9336	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae	    0	    0	    0	   4	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_Fimbriiglobus	    0	    1	    0	   3	    0	   1
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_Fimbriiglobus|s_midas_s_56319	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_midas_g_940	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_midas_g_940|s_midas_s_21090	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_midas_g_9516|s_midas_s_49033	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae	    0	    0	    0	   0	    0	   9
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae|g_Ca_Nostocoida	    0	    0	    0	   0	    0	   4
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae|g_Singulisphaera	    0	    0	    0	  20	    0	   4
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae|g_midas_g_8808|s_midas_s_8808	    0	    0	    0	   0	    0	  14
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_Blastopirellula|s_midas_s_3634	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_Pirellula|s_midas_s_59425	    0	    0	    0	   0	    0	  21
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_midas_g_55095	    0	    0	    0	   7	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_midas_g_55095|s_midas_s_55095	    0	    0	    0	   1	    0	  12
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_Planctomicrobium|s_midas_s_9966	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_SH-PL14	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_SH-PL14|s_midas_s_67640	    0	    0	    0	   0	    0	   7
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_midas_g_1221|s_midas_s_24423	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_midas_g_2477|s_midas_s_19064	    0	    0	    0	   9	    0	   8
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Schlesneriaceae|g_Planctopirus|s_midas_s_47721	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Schlesneriaceae|g_Planctopirus|s_midas_s_68585	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_midas_f_1792|g_midas_g_13499|s_midas_s_13499	    0	    0	    0	   5	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_midas_f_1792|g_midas_g_1792|s_midas_s_1792	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_midas_o_1071|f_midas_f_1071|g_midas_g_15272|s_midas_s_24894	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Planctomycetota|c_vadinHA49|o_midas_o_4436|f_midas_f_4436|g_midas_g_87066|s_midas_s_87066	    0	    0	    0	   7	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria	    0	    7	    0	   1	    0	   4
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae	    5	    0	  387	   3	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Rhodovastum	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Roseomonas	   22	   24	    2	  20	    0	  59
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Roseomonas|s_midas_s_22699	    2	    0	    0	   4	    0	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Roseomonas|s_midas_s_53753	    0	    0	    0	   2	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_17534|s_midas_s_17534	    0	    0	    0	  22	    0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_42169|s_midas_s_73797	    0	    0	   17	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991	    0	    0	    0	  73	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991|s_midas_s_22608	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991|s_midas_s_58889	    0	    0	    0	   5	    0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991|s_midas_s_87245	    0	    0	    0	   4	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_Stella|s_midas_s_11123	    0	    0	    0	 116	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_midas_g_2759|s_midas_s_2759	    0	    0	    0	  29	   75	   9
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_midas_g_2759|s_midas_s_35321	    6	    1	    0	  58	    0	   9
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_midas_g_2759|s_midas_s_46868	    0	    0	    0	   5	   15	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas	    0	   70	    0	   1	   46	1991
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_Brevundimonas_aveniformis	    0	    1	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_Brevundimonas_balnearis	    0	  625	    0	   0	    0	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_14989	    0	    0	    0	   0	    0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_22823	    0	    0	    0	   0	    0	  10
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_25101	    0	    0	    0	   0	   27	   7
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_2693	    0	    1	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Caulobacter	    0	    4	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Caulobacter|s_Caulobacter_daechungensis	    0	    1	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Caulobacter|s_Caulobacter_profundus	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium	    0	    0	    0	   5	    1	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium|s_midas_s_23985	    1	    1	    0	   0	    3	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium|s_midas_s_55427	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium|s_midas_s_88669	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_Hirschia|s_midas_s_5283	    0	    0	    0	   1	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_Hyphomonas	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_Hyphomonas|s_midas_s_29658	    0	    2	    0	   4	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02	    0	   21	    0	  27	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02|s_midas_s_2783	    1	    2	    0	  19	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02|s_midas_s_49940	    0	    5	    0	   7	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02|s_midas_s_83843	    0	    0	    0	   0	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_midas_g_50406|s_midas_s_50406	    1	    9	    0	  23	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_midas_g_6757|s_midas_s_6757	    1	    0	    0	   1	    0	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_1413	  333	    3	    0	4599	    3	 112
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_33654	    9	    0	    0	  45	    0	  13
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_47827	    0	    0	    0	  13	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_64326	   29	    0	    0	 383	    1	  24
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus	    1	    1	    0	 227	    0	   8
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_14690	    0	    0	    0	 127	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_19895	    0	    1	    0	  49	    0	  45
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_2464	    0	    0	    0	   6	    0	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_2488	    7	   14	    0	 731	   32	 658
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_2639	   26	   19	    0	 416	    8	 439
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_3306	    0	    0	    0	   9	    0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_5769	    0	    2	    0	  40	    2	  13
